q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11
0.007220424070284287,0.6227138837135991,1.587896480259136,-0.002674494692678664,3.0446802942005915,3.997960386246459e-05,1.0425782186921002,0.01196248120383129,0.2940129027768936,-0.01204295832991176,0.003651306800334328
0.0072314464138281895,0.6250836875755345,1.58800834036194,-0.0029115257821712426,3.044807196858076,4.487842321518647e-05,1.0425745445775854,0.011966155318345831,0.2940190263010847,-0.01203928421539722,0.003651306800334328
0.007235120528342871,0.625081238165858,1.5880081889194295,-0.0029298141957048163,3.0448305184689963,4.8552537729867116e-05,1.0425757692824236,0.01196370590866947,0.29401780159624646,-0.0120405089202354,0.003647632685819647
0.0072338958235046895,0.6250910358045636,1.5879894760716948,-0.002889015864582456,3.0447951729559843,5.59007667592284e-05,1.042541477546954,0.011969829432860513,0.2940251498252757,-0.01203805951055904,0.0036574303245253694
0.0072338958235046895,0.6250947099190783,1.5879723320565462,-0.0028689141898488035,3.0447936335847916,6.324899578845045e-05,1.0425341293179247,0.011971054137698693,0.2940116780720554,-0.012035610100882539,0.0036537562100106887
0.007240019347695731,0.6274681878955282,1.5880105113307874,-0.002889078664164435,3.04536434397825,5.345135708272823e-05,1.0449063825895362,0.011983301186080776,0.2963741337049614,-0.012044183034749942,0.003666003258392772
0.0072412440525337725,0.6274767608293957,1.5880138483508202,-0.0027780381648667696,3.0458663862462596,5.345135708272823e-05,1.044905157884698,0.011988200005433637,0.29875128579592597,-0.012050306558941123,0.0036782503067749944
0.00723267111866637,0.6274694126003664,1.5880193102987994,-0.002992166423192444,3.044837086462449,4.242901353882553e-05,1.0449076072943746,0.011978402366727915,0.29400922866237894,-0.01203805951055904,0.003648857390657967
0.007224098184798968,0.6274706373052046,1.5880914847388694,-0.0030204868922811823,3.04476286814886,4.487842321518647e-05,1.0425292304985718,0.011984525890918956,0.29400555454786426,-0.0120405089202354,0.003648857390657828
0.007220424070284426,0.6274890078777778,1.588097384332002,0.004011224301917693,3.029712899137577,3.8754899024144885e-05,1.042547601071145,0.014328610951251791,0.2940141274817318,-0.012040508920235261,0.0036562056196870495
0.007224098184798968,0.6274865584681013,1.5880284630907087,0.004375187676263215,3.030879791981395,3.018196515674236e-05,1.0449161802282418,0.014328610951251791,0.29873658933786734,-0.01203438539604422,0.0036574303245253694
0.007215525250931426,0.6274890078777778,1.5881091324403214,0.0043246294279699615,3.0229410836612156,2.895726031856189e-05,1.0425488257759832,0.01432983565609011,0.2987439375668967,-0.014387043390244596,0.003666003258392772
0.007222873479960787,0.6274951314019687,1.5881301900276927,0.004292642514602374,3.0229150095771335,2.773255548038142e-05,1.0425451516614685,0.014333509770604652,0.29875373520560233,-0.01439439161927382,0.0036758008970984943
0.007228997004151829,0.6274902325826159,1.5880550630152714,0.004379182360675804,3.0228711054604096,2.4058440965700775e-05,1.0449149555234036,0.014343307409310373,0.2987525105007641,-0.01439439161927382,0.003673351487421994
0.007219199365446246,0.627496356106807,1.588127802608594,0.0043393913772089565,3.0228503833372415,2.528314580388125e-05,1.0425329046130862,0.014344532114148555,0.29875006109108765,-0.014390717504759277,0.00365865502936355
0.007222873479960787,0.6274975808116452,1.5881153896608748,0.004167574755633341,3.022242115029517,3.3856079671423005e-05,1.0425488257759832,0.014338408589957514,0.29638760545818166,-0.014400515143465,0.003663553848716411
0.0072314464138281895,0.6275037043358362,1.5881278537408483,0.0042948982587158735,3.0228582245095064,3.753019418610365e-05,1.0425390281372773,0.014342082704472193,0.29876108343463165,-0.01440418925797954,0.003668452668069133
0.007232671118666509,0.6274939066971306,1.588177592759605,0.004052185940631059,3.0302587905292584,1.7934916774659193e-05,1.0425390281372773,0.01433106036092829,0.2963618866565792,-0.012053980673455663,0.003661104439039911
0.00723267111866637,0.6274902325826159,1.5882033713930985,0.0038833682409042947,3.0296860919758712,6.9125732308957265e-06,1.042553724595336,0.014333509770604652,0.29401780159624646,-0.012047857149264622,0.003681924421289536
0.007227772299313509,0.6274804349439103,1.5882211726994726,-0.003128248371151665,3.044681972247722,-5.334475151326676e-06,1.0425414775469537,0.011995548234462998,0.2940129027768936,-0.012045407739588261,0.0036721267825838137
0.007226547594475328,0.6274755361245574,1.5882155301054373,-0.003100101237219599,3.044638494923939,-4.109770313146205e-06,1.04253045520341,0.0120016717586539,0.2940190263010847,-0.012046632444426442,0.003663553848716411
0.007241244052533912,0.6274681878955282,1.5882533111138795,-0.0032197120936532375,3.045440453493941,-5.334475151187443e-06,1.042536578727601,0.011989424710271817,0.2939871839752913,-0.012040508920235261,0.0012913005771047292
0.0072485922815632734,0.6274718620100427,1.588265109954039,-0.0032501829181617037,3.0454560543912432,-2.885065474965735e-06,1.0425402528421155,0.011990649415110136,0.2939835098607766,-0.01203928421539722,0.0012986488061339512
0.007246142871886634,0.62746696319069,1.588282705035233,-0.003275121328608188,3.04481099877377,-1.2682704180548731e-05,1.042537803432439,0.011985750595757136,0.29397861104142375,-0.0120405089202354,0.00366110443904005
0.007230221708990009,0.6274583902568225,1.58825869539296,-0.0031994465530675864,3.0447635234475654,-1.8806228371590314e-05,1.0425390281372773,0.011986975300595455,0.2939761616317472,-0.012038059510558901,0.00365865502936355
0.007225322889637148,0.6274485926181167,1.5881560401927355,-0.003073606916798699,3.0454010172552506,-2.248034288627096e-05,1.0449137308185656,0.011989424710271817,0.29399330749948216,-0.012036834805720719,0.0013084464448396733
0.007225322889637148,0.6274583902568225,1.588153463776027,-0.0030642638185853777,3.045376540143713,-2.1255638047951254e-05,1.0449149555234036,0.011991874119948316,0.29398963338496764,-0.012040508920235261,0.0012937499867812293
0.007225322889637148,0.6274596149616606,1.5881478016602975,-0.0030628507406360583,3.0453694050750855,-1.8806228371590314e-05,1.044911281408889,0.011990649415110136,0.29397738633658554,-0.012044183034749942,0.0012925252819430489
0.007225322889637288,0.6274657384858519,1.5881481070352061,-0.0030595893525104945,3.0447135682205246,-1.8806228371590314e-05,1.0449100567040508,0.011991874119948316,0.2939810604511001,-0.01204295832991176,0.003618239769702759
0.007228997004151829,0.6274522667326315,1.5882605116199626,0.003833335268196736,3.0304796392940765,-2.1255638047951254e-05,1.042559848119527,0.01433228506576647,0.2939761616317474,-0.012027037167014998,0.0012827276432371875
0.007230221708990009,0.6274473679132786,1.5882690506738788,-0.0031797982310663997,3.0454048988811664,-2.370504772445143e-05,1.0425622975292033,0.011996772939301178,0.2939798357462619,-0.012027037167014998,0.0012864017577518681
0.009585329112866747,0.6274473679132786,1.5939340484771065,-0.008914405242016032,3.037559114858617,-2.125563804809049e-05,1.0425647469388797,0.01432861095125193,0.2939835098607766,-0.012029486576691497,0.0012864017577518681
0.007237569938019371,0.6274473679132786,1.5882082174424341,0.0038972679516584563,3.030419315853178,-3.227798159185395e-05,1.0449272025717857,0.014344532114148555,0.29398106045110023,-0.012029486576691497,0.001283952348075507
0.007227772299313648,0.6250885863948872,1.5936792450092456,-0.0013674995486878672,3.0301998561942813,-0.00238126186127755,1.0449370002104916,0.014353105048016096,0.29396636399304166,-0.012024587757338636,0.0012717052996934239
0.0072191993654461065,0.6250910358045636,1.593647707677999,-0.0013125860089870933,3.0301424930071867,-0.002376363041924828,1.0449296519814621,0.014351880343177777,0.2939871839752913,-0.012036834805720719,0.0012815029383991463
0.007217974660607926,0.6250959346239164,1.5936358456228046,-0.0012794180865622895,3.0301144173892496,-0.0023726889274101473,1.0449382249153296,0.014358003867368819,0.29397861104142375,-0.01203193598636786,0.0012815029383990068
0.009573082064484664,0.6227053107797317,1.5935352368331732,-0.015269578777755033,3.0521042048100053,-2.9828571915493015e-05,1.0449443484395207,0.012028615265094567,0.293962689878527,-0.012030711281529818,0.0012827276432373267
0.009575531474161025,0.6227126590087609,1.593535302764868,-0.01526586381694961,3.0520720130073205,-2.737916223913207e-05,1.0449504719637117,0.012032289379609247,0.2939724875172327,-0.012035610100882539,0.0012900758722664094
0.007221648775122468,0.625087361690049,1.588068476520653,0.004211744095705461,3.030236653645919,-3.105327675367348e-05,1.0449529213733881,0.014335959180281152,0.2939920827946441,-0.012040508920235261,0.0012937499867812293
0.009571857359646344,0.622718782532952,1.5935355005622456,-0.008244411772606597,3.0372265698036647,-3.105327675367348e-05,1.0449529213733881,0.014337183885119332,0.2939798357462621,-0.01203805951055904,0.0012925252819429097
0.0072191993654461065,0.6227200072377902,1.5935098702401114,-0.0010978867697297723,3.030139628125296,-0.0023726889274101473,1.0449455731443589,0.014326161541575429,0.2939835098607766,-0.012039284215397081,0.00129374998678109
0.007216749955769745,0.6250910358045636,1.5936233846912822,-0.0013268645391733003,3.0302248421289644,-0.0023690148128954667,1.0449480225540353,0.014335959180281152,0.2940190263010847,-0.0120405089202354,0.0013059970351633125
0.007217974660607926,0.6227212319426284,1.593498800470986,-0.0010625402472235201,3.028631157199711,-0.002369014812895606,1.0449370002104916,0.01433228506576647,0.2940141274817318,-0.012044183034749942,0.00598681892679976
0.007215525250931426,0.6250922605094019,1.5936180196431098,-0.0013286560441081452,3.028781112102368,-0.0023677901080572865,1.044940674325006,0.014332285065766611,0.2940239251204375,-0.012042958329911901,0.006000290680020024
0.007216749955769745,0.6274412443890877,1.593751836630445,-0.0016321284204789954,3.028959587077853,-0.0023690148128954667,1.0449480225540353,0.01432738624641375,0.2940251498252757,-0.012045407739588261,0.006000290680020024
0.007215525250931426,0.6274461432084404,1.5937491067151426,-0.0016264317830487762,3.0289635095249867,-0.0023690148128954667,1.0449492472588735,0.01432738624641375,0.2940190263010847,-0.01204295832991176,0.005999065975181844
0.009577980883837524,0.622724906057143,1.5935331948638918,-0.008266885250922673,3.027735266036424,-2.370504772445143e-05,1.0449480225540355,0.014334734475442833,0.2940153521865701,-0.014384593980568235,0.006003964794534704
0.009577980883837524,0.6274485926181167,1.5937846934428703,-0.008577509303473452,3.02932633481827,-2.1255638047951254e-05,1.0449443484395207,0.014349430933501415,0.2963704595904469,-0.014384593980568235,0.003670902077745633
0.009569407949969983,0.6274632890761753,1.5937736396130298,-0.00853745598420863,3.0365077404205114,-2.49297525626319e-05,1.044946797849197,0.014350655638339597,0.2963716842952849,-0.01204295832991176,0.005994167155828843
0.009579205588675706,0.6274583902568225,1.593782974855759,-0.008602530563638577,3.0365939036972636,-1.8806228371590314e-05,1.0449321013911386,0.014342082704472193,0.296360661951741,-0.01204173362507358,0.005992942450990801
0.009580430293513886,0.6274620643713371,1.5937833793234575,-0.008701103433155222,3.036674961623845,-1.7581523533270612e-05,1.044928427276624,0.014344532114148555,0.2940031051381879,-0.01204173362507358,0.003663553848716411
0.009579205588675706,0.6274620643713371,1.5937711792383527,-0.008666713841695595,3.036639460717151,-1.39074090187292e-05,1.0449370002104916,0.014350655638339597,0.2940067792527026,-0.01203928421539722,0.0036696773729074524
0.007210626431578704,0.6274816596487485,1.5881360192726917,-0.002921552322791676,3.0445010361156033,-2.860386707731254e-05,1.0449345508008152,0.012018817626388983,0.2940227004155992,-0.01204173362507358,0.0036549809148490086
0.009570632654808163,0.6274632890761753,1.5937724594409861,-0.01563806827841696,3.0515629898997876,-2.248034288627096e-05,1.0449149555234036,0.012017592921550664,0.2940080039575408,-0.012046632444426303,0.0036598797342017302
0.007213075841255204,0.6274841090584248,1.5881165052090107,-0.0029245458432549665,3.0445336812580424,-1.7581523533409844e-05,1.0449125061137274,0.012013918807036122,0.2940141274817318,-0.01204295832991176,0.0036549809148490086
